STRUCTURE,STRUCTURE_ID,ACTION,FREQ_ID,FREQ_NAME,REF_AREA_ID,REF_AREA_NAME,INDICATOR_ID,INDICATOR_NAME,TIME_PERIOD,OBS_VALUE,OBS_STATUS_ID,OBS_STATUS_NAME,OBS_CONF_ID
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRD,Grenada,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1960,60.76,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GUM,Guam,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1960,60.897,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1960,45.808,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GIN,Guinea,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1960,36.547,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GNB,Guinea-Bissau,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1960,37.464,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GUY,Guyana,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1960,58.034,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HTI,Haiti,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1960,43.499,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1960,48.317,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HKG,"Hong Kong SAR, China",WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1960,65.86629268,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1960,68.00317073,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISL,Iceland,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1960,73.76204878,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IND,India,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1960,45.218,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IDN,Indonesia,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1960,46.452,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRN,"Iran, Islamic Rep.",WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1960,43.957,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRQ,Iraq,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1960,52.618,A,Normal value,PU
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRL,Ireland,WB_WDI_SP_DYN_LE00_IN,"Life expectancy at birth, total (years)",1960,70.19426829,A,Normal value,PU
