STRUCTURE,STRUCTURE_ID,ACTION,FREQ_ID,FREQ_NAME,REF_AREA_ID,REF_AREA_NAME,INDICATOR_ID,INDICATOR_NAME,TIME_PERIOD,OBS_VALUE,OBS_STATUS_ID,OBS_STATUS_NAME,OBS_CONF_ID,OBS_CONF_NAME
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DZA,Algeria,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,238.3924767,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUS,Australia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,1810.70643,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUT,Austria,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,939.9148147,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHS,"Bahamas, The",WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,1459.253539,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGD,Bangladesh,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,82.48127741,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,346.5754566,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,1290.286072,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLZ,Belize,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,307.4145083,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEN,Benin,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,89.85692465,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BMU,Bermuda,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,1715.314632,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BOL,Bolivia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,100.8150829,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BWA,Botswana,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,58.91800811,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,235.2660095,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BFA,Burkina Faso,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,69.15024561,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BDI,Burundi,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,70.90509996,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CMR,Cameroon,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,119.0539412,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,2264.948497,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAF,Central African Republic,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,65.88296298,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TCD,Chad,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,102.8194705,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,504.087277,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHN,China,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,89.52021424,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,258.3044336,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COD,"Congo, Dem. Rep.",WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,220.0745502,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COG,"Congo, Rep.",WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,124.6596704,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,382.3091218,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,148.680789,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DNK,Denmark,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,1389.021394,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DOM,Dominican Republic,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,205.7315099,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ECU,Ecuador,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,450.7763171,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,EGY,"Egypt, Arab Rep.",WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,156.3873909,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SWZ,Eswatini,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,101.5727998,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ETH,Ethiopia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,75.33960907,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FJI,Fiji,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,277.4315355,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FIN,Finland,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,1191.855089,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,1302.531497,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GAB,Gabon,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,276.1361695,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,1162.122668,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,174.8588565,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRC,Greece,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,513.0858624,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,256.8131153,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GUY,Guyana,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,299.0746458,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HTI,Haiti,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,70.80244544,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,162.7741191,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HKG,"Hong Kong SAR, China",WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,424.0565542,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISL,Iceland,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,1436.258854,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IND,India,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,84.93280848,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRN,"Iran, Islamic Rep.",WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,195.5775272,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRQ,Iraq,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,218.9178025,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRL,Ireland,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,706.5510223,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISR,Israel,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,1449.761409,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ITA,Italy,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,836.9058503,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JAM,Jamaica,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,423.6740982,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JPN,Japan,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,508.7027793,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KEN,Kenya,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,102.8244175,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KOR,"Korea, Rep.",WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,158.2741359,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LSO,Lesotho,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,46.95178027,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LBR,Liberia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,167.1714982,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LBY,Libya,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,269.0380731,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LUX,Luxembourg,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,2261.177418,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MDG,Madagascar,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,131.6920183,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MYS,Malaysia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,240.8474146,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MUS,Mauritius,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,239.5354454,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MEX,Mexico,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,355.0751996,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MAR,Morocco,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,174.7841339,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MMR,Myanmar,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,25.08477572,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NPL,Nepal,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,50.21252337,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NLD,Netherlands,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,1156.385977,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NZL,New Zealand,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,2334.133825,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NIC,Nicaragua,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,127.4838121,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NER,Niger,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,128.2512014,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NGA,Nigeria,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,93.13700904,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NOR,Norway,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,1451.285078,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,OMN,Oman,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,83.38530586,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PAK,Pakistan,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,82.02410001,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PAN,Panama,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,477.037935,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PNG,Papua New Guinea,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,115.5304905,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRY,Paraguay,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,153.3752168,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PER,Peru,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,252.7967827,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PHL,Philippines,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,269.4651465,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRT,Portugal,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,376.9764303,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRI,Puerto Rico,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,717.5148431,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,RWA,Rwanda,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,39.37407281,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SAU,Saudi Arabia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,717.796629,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SEN,Senegal,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,300.4251152,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SYC,Seychelles,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,288.0581445,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SLE,Sierra Leone,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,141.9574183,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SGP,Singapore,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,428.0561834,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SOM,Somalia,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,62.73962794,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ZAF,South Africa,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,532.1475043,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ESP,Spain,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,407.9630279,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LKA,Sri Lanka,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,145.9287013,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KNA,St. Kitts and Nevis,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,221.5845861,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,VCT,St. Vincent and the Grenadines,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,154.8399535,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SDN,Sudan,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,99.71311951,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SUR,Suriname,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,377.5793997,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SWE,Sweden,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,2128.388844,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHE,Switzerland,WB_WDI_NY_GDP_PCAP_CD,GDP per capita (current US$),1960,1954.311321,A,Normal value,PU,Public
